ลำดับ,รหัสสถานบริการ,,ชื่อสถานบริการ,,ตำบล/แขวงที่ตั้ง,อำเภอ/เขตที่ตั้ง,,จังหวัดที่ตั้ง,สปสช.เขตที่ตั้ง,,สถานะการขึ้นทะเบียน,,,สังกัดหลัก,สังกัดย่อย
89,13663,,ศูนย์บริการสาธารณสุข18  มงคล วอนวังตาล,,บางโคล่,เขตบางคอแหลม,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกรุงเทพมหานคร
90,13664,,ศูนย์บริการสาธารณสุข19 วงศ์สว่าง,,บางซื่อ,เขตบางซื่อ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกรุงเทพมหานคร
91,13665,,ศูนย์บริการสาธารณสุข20 ป้อมปราบศัตรูพ่าย,,วัดโสมนัส,เขตป้อมปราบศัตรูพ่าย,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกรุงเทพมหานคร
92,13666,,ศูนย์บริการสาธารณสุข21 วัดธาตุทอง,,พระโขนงเหนือ,เขตวัฒนา,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกรุงเทพมหานคร
93,13667,,ศูนย์บริการสาธารณสุข22 วัดปากบ่อ,,สวนหลวง,เขตสวนหลวง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกรุงเทพมหานคร
94,13668,,ศูนย์บริการสาธารณสุข23 สี่พระยา,,สี่พระยา,เขตบางรัก,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกรุงเทพมหานคร
95,13669,,ศูนย์บริการสาธารณสุข24  บางเขน,,ลาดยาว,เขตจตุจักร,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกรุงเทพมหานคร
96,13670,,ศูนย์บริการสาธารณสุข25 ห้วยขวาง,,ห้วยขวาง,เขตห้วยขวาง,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกรุงเทพมหานคร
97,13671,,ศูนย์บริการสาธารณสุข26 เจ้าคุณพระประยูรวงศ์,,วัดกัลยาณ์,เขตธนบุรี,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกรุงเทพมหานคร
98,13672,,ศูนย์บริการสาธารณสุข27 จันทร์ฉิมไพบูลย์,,ตลาดพลู,เขตธนบุรี,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกรุงเทพมหานคร
99,13673,,ศูนย์บริการสาธารณสุข28 กรุงธนบุรี,,บางลำภูล่าง,เขตคลองสาน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,รัฐนอก สธ.,สังกัดกรุงเทพมหานคร
